id	id1	id2	sim_artist	sim_category	sim_genre	sim_title	sim_total	sim_tracks	sim_year
192	7980	9790	1	0	0.25	0.952380955219269	0.587455918391546	0.822354555130005	0.5
299	10383	7653	1	0.166666686534882	0	0.833333313465118	0.589446097612381	0.786676585674286	0.75
86	6811	7429	1	1	0	0.806225776672363	0.589960485696793	0.733537137508392	0
294	3757	6377	1	0	0.100000023841858	0.671428561210632	0.590076675017675	0.769031465053558	1
166	8301	9114	1	1	0	1	0.591293692588806	0.547762155532837	0
203	10414	2707	0.949999988079071	0	0	0.760638773441315	0.592382987340291	0.843659162521362	1
22	7614	7211	1	1	0	0.73470801115036	0.596129606167475	0.842069625854492	0
164	9063	7794	1	1	0	0.833333313465118	0.60017716884613	0.767729699611664	0
181	6802	7794	1	1	0	0.833333313465118	0.60017716884613	0.767729699611664	0
51	4358	6398	1	0	0.142857134342194	0.816496551036835	0.600786526997884	0.645365476608276	1
235	5657	5681	1	1	0.100000023841858	0.70710676908493	0.60166609287262	0.802889764308929	0
141	10000	8664	0.875	0	1	1	0.603125959634781	0.743755757808685	0
165	4520	6174	0.845154285430908	1	0	1	0.606222182512283	0.792178809642792	0
265	10301	6246	1	0	0	1	0.60635761419932	0.888145685195923	0.75
7	4179	4911	1	1	0	1	0.609211136897405	0.65526682138443	0
178	9063	8890	1	1	0	0.833333313465118	0.609532395998637	0.823861062526703	0
286	8609	9130	0.699205935001373	1	0	1	0.612325568993886	0.974747478961945	0
24	3123	3096	0.852802872657776	1	0	0.888888835906982	0.613092839717865	0.936865329742431	0
197	11423	11538	1	1	0	0.782623827457428	0.614101648330689	0.901986062526703	0
177	10320	7581	1	0	0.399999976158142	0.677045941352844	0.614337652921677	0.858980000019074	0.75
168	7977	4108	0.875	0	0	0.875	0.616989880800247	0.951939284801483	1
114	7515	8151	1	1	0	1	0.618418693542481	0.710512161254883	0
222	10383	7852	1	0.166666686534882	0	1	0.618952721357346	0.797049641609192	0.75
129	9838	11388	0.676123380661011	0.100000023841858	1	0.230534717440605	0.619565742711226	0.710736334323883	1
296	3155	2813	1	1	0	0.833333313465118	0.621345023314158	0.89473682641983	0
200	7123	9038	1	1	0	1	0.621989101171494	0.731934607028961	0
89	9412	9327	0.76842451095581	1	0	1	0.622921506563822	0.969104528427124	0
79	10785	10833	1	1	1	0	0.624342123667399	0.746052742004395	0
271	9189	7094	1	1	0	0.801875352859497	0.627398103475571	0.962513267993927	0
130	7604	9790	1	0	0.25	0.841269791126251	0.630710532267888	0.692993402481079	1
87	9348	9485	0.875	1	0	1	0.631815890471141	0.915895342826843	0
116	4490	7121	1	0	0	1	0.632764905691147	0.796589434146881	1
297	6948	7365	1	1	0	0.9375	0.633038063844045	0.86072838306427	0
152	7525	8995	1	1	0	1	0.633443683385849	0.800662100315094	0
70	2427	10314	0.738548934459686	0	0.25	0.875	0.634004185597102	0.940476179122925	1
110	3793	4895	0.888888895511627	1	0	0.729756355285645	0.635112464427948	0.442029535770416	0.75
41	7134	9695	1	0	1	1	0.638479351997376	0.830876111984253	0
154	3793	9209	0.888888895511627	0	1	0.729756355285645	0.639202018578847	0.466566860675812	0.75
150	7237	7037	1	1	0.064282417297363	0.817807793617249	0.63956015308698	0.955270707607269	0
74	4709	4710	1	1	0	1	0.639921754598618	0.839530527591705	0
58	7483	7288	0.849836587905884	1	0	1	0.641639431317647	1	0
156	4441	7515	1	0	1	1	0.641684462626775	0.850106775760651	0
76	7363	8118	1	1	0	1	0.642002572615941	0.852015435695648	0
99	6663	6665	1	1	0	1	0.643580844004949	0.861485064029694	0
241	6926	6925	1	1	0	0.888888835906982	0.646092702945073	0.987667381763458	0
285	5657	4384	1	1	0	1	0.646844844023387	0.88106906414032	0
206	3670	7515	1	0	1	1	0.647510945796967	0.885065674781799	0
245	6737	7722	1	1	0	1	0.649737139542898	0.898422837257385	0
204	7750	7361	1	1	0	1	0.649946788946787	0.899680733680725	0
283	5477	8368	1	0	0.100000023841858	1	0.651992837587992	0.811957001686096	1
205	3215	3086	0.633278489112854	1	0.333333313465118	1	0.65347820520401	0.954257428646088	0
142	2807	7064	1	0	0	0.923076927661896	0.653846154610316	1	1
59	7201	8536	1	1	0	1	0.655007004737854	0.930042028427124	0
258	6955	3356	1	0	0	1	0.655514697233836	0.933088183403015	1
63	7794	8890	1	1	0	1	0.65649942557017	0.93899655342102	0
254	7847	5324	1	0	0	1	0.65652604897817	0.939156293869019	1
259	2581	2577	1	1	0.166666686534882	1	0.65684645374616	0.774412035942078	0
176	4895	9209	1	0	0	1	0.658333331346512	0.949999988079071	1
274	6568	9557	1	0	0	1	0.65966922044754	0.958015322685242	1
242	10107	7341	1	0	0	1	0.660336544116338	0.962019264698029	1
23	8265	9149	1	1	0	1	0.660581121842066	0.963486731052399	0
221	9076	5477	1	0	0.125	1	0.660684376955032	0.839106261730194	1
56	6716	4481	1	0	0	1	0.661673019329707	0.970038115978241	1
167	5664	8717	0.208333343267441	0	0.774596691131592	1	0.663821672399839	1	1
20	6969	3383	1	0	0.115470044314861	0.92592591047287	0.664712278793255	0.946877717971802	1
10	4975	5889	1	1	0	1	0.664939443270365	0.989636659622192	0
103	7923	3192	1	0	0.25	1	0.665436834096909	0.992621004581451	0.75
14	7350	8473	1	1	0	1	0.666666666666667	1	0
42	7606	8538	1	1	0	1	0.666666666666667	1	0
67	4732	4911	1	1	0	1	0.666666666666667	1	0
81	6771	8507	1	1	0	1	0.666666666666667	1	0
157	6722	7707	1	1	0	1	0.666666666666667	1	0
169	11125	10938	1	1	0	1	0.666666666666667	1	0
179	8754	8224	1	1	0	1	0.666666666666667	1	0
199	7918	9172	1	1	0	1	0.666666666666667	1	0
219	9713	9738	1	1	0	1	0.666666666666667	1	0
234	7517	6339	1	1	0	1	0.666666666666667	1	0
250	5754	3931	1	1	0	1	0.666666666666667	1	0
267	9063	6802	1	1	0	1	0.666666666666667	1	0
270	9614	9678	1	1	0	1	0.666666666666667	1	0
288	7469	7061	1	1	0	1	0.666666666666667	1	0
214	8453	3722	1	0	0.12856487929821	1	0.673247563342253	0.91092050075531	1
227	3296	4271	1	1	0.235702246427536	0.790569424629211	0.679718090221286	0.052036870270968	1
218	7934	1838	0.61237245798111	0	1	0.670198976993561	0.683624396721522	0.819174945354462	1
282	7291	2406	0.952380955219269	0.5	0.666666626930237	1	0.684267024199168	0.986554563045502	0
72	6858	7653	0.875	1	0.70710676908493	0.75	0.684322377045949	0.773827493190765	0
118	6719	3722	1	0	0.181818187236786	1	0.686076561609904	0.934641182422638	1
46	6620	8349	1	1	1	0.866666615009308	0.68869952360789	0.265530526638031	0
175	6620	7622	1	1	1	0.866666615009308	0.691653336087863	0.283253401517868	0
97	6761	7869	1	1	1	0.666666626930237	0.693044424057007	0.491599917411804	0
39	4508	9662	1	0	0.25	1	0.693570137023926	0.911420822143555	1
101	10085	4959	1	0	1	0.393939405679703	0.693880831201871	0.769345581531525	1
104	3678	6690	1	0	0.176776692271233	1	0.696129448711872	1	1
105	4266	6690	1	0	0.176776692271233	1	0.696129448711872	1	1
128	2187	2418	1	1	0.25	1	0.704329331715902	0.97597599029541	0
231	4843	8794	1	0	0.625	1	0.712840716044108	0.902044296264648	0.75
111	7859	9798	1	0	0.444444417953491	1	0.713449776172638	0.836254239082336	1
295	6858	8029	0.875	1	0.70710676908493	0.916666626930237	0.730068494876226	0.881637573242188	0
225	5746	4676	1	1	0	1	0.733782182137171	0.652693092823029	0.75
291	6858	7852	0.875	1	0.70710676908493	0.916666626930237	0.735456784566243	0.913967311382294	0
123	4306	4297	1	1	0.5	1	0.740140130122503	0.940840780735016	0
287	6919	8060	0.899999976158142	1	0	0.677879929542542	0.744316846132278	0.888021171092987	1
136	2367	2366	1	1	1	0.788888871669769	0.74792335430781	0.698651254177094	0
30	6756	8537	0.199999988079071	1	1	0.699999988079071	0.752681026856105	0.866086184978485	0.75
211	7920	8494	0.857142865657806	1	1	0.888888835906982	0.760764300823212	0.818554103374481	0
38	2427	8640	1	0.5	0.25	0.875	0.760912696520487	0.940476179122925	1
2	8120	8043	1	1	1	0.270340174436569	0.764010036985079	0.563720047473908	0.75
16	8234	8120	1	1	1	0.270340174436569	0.764010036985079	0.563720047473908	0.75
134	10449	6162	0.75	0	1	1	0.774373014767965	0.896238088607788	1
122	4419	7644	1	0	0.738548934459686	1	0.775416841109594	0.913952112197876	1
163	4732	4179	1	1	0	1	0.775877803564072	0.65526682138443	1
125	8578	6272	0.755928933620453	1	0.25	1	0.779390573501587	0.670414507389069	1
36	7460	8578	0.755928933620453	1	0.25	1	0.779652863740921	0.671988248825073	1
262	9193	6740	1	1	0.25	0.9375	0.781735360622406	0.752912163734436	0.75
34	7653	8029	1	1	1	0.833333313465118	0.783039897680283	0.864906072616577	0
45	6382	8494	0.857142865657806	1	1	0.888888835906982	0.783290604750315	0.953711926937103	0
139	4178	8683	1	0	1	1	0.788106769323349	0.728640615940094	1
280	10314	8640	0.738548934459686	0	1	1	0.789758155743281	1	1
224	10628	10578	1	1	1	0.835633933544159	0.789996196826299	0.904343247413635	0
180	7404	7405	1	1	0	1	0.791666666666667	1	0.75
230	5867	11166	0.958333373069763	0.222222208976746	1	1	0.792161464691162	0.572413206100464	1
126	3670	4441	1	1	1	1	0.795566876729329	0.773401260375977	0
236	11455	5289	1	0.100000023841858	1	1	0.796206653118133	0.677239894866943	1
170	6802	8890	1	1	0.125	0.833333313465118	0.797032395998637	0.823861062526703	1
11	3539	4190	1	1	0	1	0.802456398804982	0.814738392829895	1
186	4348	7170	1	0	1	0.824999988079071	0.803711165984472	0.997267007827759	1
57	3106	2957	1	1	1	1	0.809472759564718	0.856836557388306	0
117	5418	5394	0.916666626930237	1	0	1	0.811184972524643	0.950443208217621	1
93	7852	8029	1	1	1	1	0.815358479817708	0.89215087890625	0
71	6562	8870	0.444444417953491	1	1	0.790569424629211	0.820090820391973	0.935531079769134	0.75
6	4292	8795	1	0	1	1	0.82115383942922	0.926923036575317	1
119	8908	8718	1	1	1	0.507595360279083	0.823004936178525	0.430434256792069	1
226	3159	9969	1	0	1	1	0.823704034090042	0.942224204540253	1
272	7671	8759	1	1	0	1	0.825822432835897	0.954934597015381	1
32	8901	11150	0.851785719394684	0.111111104488373	1	1	0.827149470647176	1	1
37	5780	5782	0.81649661064148	1	1	0.166666686534882	0.83052721619606	1	1
196	4613	6116	1	1	0.222222208976746	0.875	0.830785661935806	0.887491762638092	1
64	9669	2781	1	0	1	1	0.832972596089045	0.997835576534271	1
78	5988	8859	1	0	1	1	0.833333333333333	1	1
290	4178	7199	1	0	1	1	0.833333333333333	1	1
292	4733	2252	1	0	1	1	0.833333333333333	1	1
43	9333	9450	1	1	0.142857134342194	0.957427084445953	0.841692666212718	0.949871778488159	1
266	7161	8131	1	1	0.428571403026581	0.791666626930237	0.84379576643308	0.842536568641663	1
127	8344	9229	1	1	1	0.454545438289642	0.847633560498555	0.881255924701691	0.75
21	8805	8630	1	1	0.471404492855072	1	0.847967952489853	0.616403222084045	1
293	8630	8274	1	1	0.471404492855072	1	0.847967952489853	0.616403222084045	1
209	6952	6506	0.585753321647644	1	1	0.872871518135071	0.855856686830521	0.676515281200409	1
194	7604	7980	1	1	1	0.888888835906982	0.862437983353933	0.785739064216614	0.5
195	6316	7311	1	1	0.222222208976746	1	0.863703707853953	0.960000038146973	1
269	8843	8668	1	1	0.199999988079071	1	0.866666664679845	1	1
31	9076	8368	1	1	0.399999976158142	1	0.878121972084045	0.86873185634613	1
121	4291	4905	1	1	0.428571403026581	1	0.899071633815765	0.965858399868012	1
182	7975	6413	1	1	1	0.905538499355316	0.920232405265172	0.865855932235718	0.75
85	7920	6382	1	1	1	1	0.923784573872884	0.792707443237305	0.75
19	7540	7542	1	1	1	1	0.925893813371658	0.55536288022995	1
281	6719	8453	1	1	0.70710676908493	1	0.935030827919642	0.903078198432922	1
49	4886	4145	0.77777773141861	1	1	0.890273213386535	0.944675157467524	1	1
273	8823	7540	1	1	1	1	0.946029315392176	0.676175892353058	1
172	7852	7653	1	1	1	0.833333313465118	0.949205030997594	0.861896872520447	1
284	9083	8919	1	1	0.70710676908493	1	0.951184461514155	1	1
143	6922	9161	1	1	1	1	0.952000806728999	0.712004840373993	1
255	8831	7008	1	1	1	1	0.952195117870967	0.9631707072258	0.75
193	8683	7199	1	1	1	1	0.954773435990016	0.728640615940094	1
275	6314	8464	1	1	1	1	0.956281592448552	0.737689554691315	1
3	8311	8312	1	1	0.774596691131592	1	0.962432781855265	1	1
256	7344	8291	1	1	1	1	0.963083585103353	0.778501510620117	1
276	8823	7542	1	1	1	1	0.963376671075821	0.780260026454926	1
155	6741	6547	1	1	1	1	0.963532278935114	0.781193673610687	1
106	9421	9489	1	1	0.857142865657806	1	0.971815566221873	0.973750531673431	1
1	9811	9588	1	1	1	1	0.978416194518407	0.870497167110443	1
17	7622	8349	1	1	1	1	0.984525700410207	0.907154202461243	1
113	3529	4114	1	1	1	1	0.986401547988256	0.918409287929535	1
112	10253	10368	1	1	1	1	0.99795413017273	0.987724781036377	1
33	7460	6272	1	1	1	1	0.999166667461395	0.995000004768372	1
91	8234	8043	1	1	1	1	1	1	1
92	3678	4266	1	1	1	1	1	1	1
158	7719	7346	1	1	1	1	1	1	1
201	9060	8778	1	1	1	1	1	1	1
240	8659	8114	1	1	1	1	1	1	1
247	8805	8274	1	1	1	1	1	1	1
